ccd_count clocking datestart             datestop              dec    dither fep_count hetg letg obsid pcad_mode pitch  power_cmd  q1    q2    q3    q4   ra     roll   si_mode  simfa_pos simpos trans_keys                                       vid_board
5         0        2011:317:10:23:18.348 2011:317:10:24:21.348 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 WSPOW0EC3E 0.67  0.37  0.49  0.43 74.39  99.93  TE_0064C -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 1        
5         0        2011:317:10:24:21.348 2011:317:10:24:25.348 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 WSPOW0EC3E 0.67  0.37  0.49  0.43 74.39  99.93  TE_006BE -468      75624  si_mode                                          1        
5         1        2011:317:10:24:25.348 2011:317:10:26:24.843 19.72  ENAB   5         RETR RETR 13675 NMAN      152.81 XTZ0000005 0.67  0.37  0.49  0.43 74.39  99.93  TE_006BE -468      75624  clocking,power_cmd                               1        
5         1        2011:317:10:26:24.843 2011:317:10:31:44.094 9.55   ENAB   5         RETR RETR 13675 NMAN      148.36 XTZ0000005 0.53  0.34  0.53  0.57 77.53  77.64  TE_006BE -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         1        2011:317:10:31:44.094 2011:317:10:37:03.345 -1.01  ENAB   5         RETR RETR 13675 NMAN      145.14 XTZ0000005 0.36  0.30  0.54  0.69 76.56  56.22  TE_006BE -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         1        2011:317:10:37:03.345 2011:317:10:42:22.597 -8.28  ENAB   5         RETR RETR 13675 NMAN      143.69 XTZ0000005 0.23  0.26  0.54  0.77 73.31  39.91  TE_006BE -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         1        2011:317:10:42:22.597 2011:318:07:36:42.348 -10.20 ENAB   5         RETR RETR 13675 NPNT      143.41 XTZ0000005 0.19  0.24  0.54  0.78 71.96  35.00  TE_006BE -468      75624  dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          1        
5         0        2011:318:07:36:42.348 2011:318:07:36:52.599 -10.20 ENAB   5         RETR RETR 13675 NMAN      143.41 AA00000000 0.19  0.24  0.54  0.78 71.96  35.00  TE_006BE -468      75624  clocking,pcad_mode,power_cmd                     1        
5         0        2011:318:07:36:52.599 2011:318:07:39:42.348 -10.20 ENAB   5         RETR RETR 13675 NMAN      143.09 AA00000000 0.19  0.24  0.54  0.78 71.96  35.00  TE_006BE -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    1        
5         0        2011:318:07:39:42.348 2011:318:07:42:12.616 -10.20 ENAB   5         RETR RETR 13346 NMAN      143.09 AA00000000 0.19  0.24  0.54  0.78 71.96  35.00  TE_006BE -468      75624  obsid                                            1        
