datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:047:23:41:20.299 2008:047:23:42:16.698 9253  XTZ0000005 TE_0051C NMAN      1         1        4         4         75624  -468      RETR RETR 140.89 185.16 33.71  114.86 -0.12 -0.81 -0.50 0.27 clocking,power_cmd                              
2008:047:23:42:16.698 2008:047:23:47:41.846 9253  XTZ0000005 TE_0051C NMAN      1         1        4         4         75624  -468      RETR RETR 139.00 184.26 37.27  119.46 -0.13 -0.82 -0.47 0.29 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:23:47:41.846 2008:047:23:53:06.994 9253  XTZ0000005 TE_0051C NMAN      1         1        4         4         75624  -468      RETR RETR 137.11 179.34 46.67  134.09 -0.16 -0.84 -0.36 0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:23:53:06.994 2008:048:05:08:51.727 9253  XTZ0000005 TE_0051C NPNT      1         1        4         4         75624  -468      RETR RETR 136.61 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:048:05:08:51.727 2008:048:05:15:03.003 9253  AA00000000 TE_0051C NMAN      1         0        4         4         -99616 -468      RETR RETR 136.61 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 clocking,pcad_mode,power_cmd,simpos             
2008:048:05:15:03.003 2008:048:05:23:51.727 9253  AA00000000 TE_0051C NPNT      1         0        4         4         -99616 -468      RETR RETR 136.61 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 pcad_mode                                       
2008:048:05:23:51.727 2008:048:05:24:01.978 57960 AA00000000 TE_0051C NMAN      1         0        4         4         -99616 -468      RETR RETR 136.61 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 obsid,pcad_mode                                 
2008:048:05:24:01.978 2008:048:05:26:51.727 57960 AA00000000 TE_0051C NMAN      1         0        4         4         -99616 -468      RETR RETR 138.24 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:05:26:51.727 2008:048:05:26:55.727 57960 AA00000000 TE_0051C NMAN      1         0        4         4         -99616 -468      RETR RETR 138.24 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 clocking,power_cmd                              
2008:048:05:26:55.727 2008:048:05:26:59.727 57960 AA00000000 TE_0051C NMAN      1         0        4         4         -99616 -468      RETR RETR 138.24 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 clocking,power_cmd                              
2008:048:05:26:59.727 2008:048:05:27:23.727 57960 WSPOW00000 TE_0051C NMAN      1         0        0         0         -99616 -468      RETR RETR 138.24 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:05:27:23.727 2008:048:05:28:18.487 57960 WSPOW3F03F TE_0051C NMAN      1         0        6         6         -99616 -468      RETR RETR 138.24 176.47 49.77  140.30 -0.17 -0.85 -0.32 0.39 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:05:28:18.487 2008:048:05:28:26.727 57960 WSPOW3F03F TE_0051C NMAN      1         0        6         6         -99616 -468      RETR RETR 144.43 173.41 47.26  142.72 -0.18 -0.86 -0.31 0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:05:28:26.727 2008:048:05:28:30.727 57960 WSPOW3F03F TE_0021C NMAN      1         0        6         6         -99616 -468      RETR RETR 144.43 173.41 47.26  142.72 -0.18 -0.86 -0.31 0.36 si_mode                                         
2008:048:05:28:30.727 2008:048:05:32:34.995 57960 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 144.43 173.41 47.26  142.72 -0.18 -0.86 -0.31 0.36 clocking,power_cmd                              
2008:048:05:32:34.995 2008:048:05:36:51.504 57960 XTZ0000005 TE_0021C NMAN      1         1        6         6         -99616 -468      RETR RETR 150.63 166.16 39.74  148.07 -0.20 -0.89 -0.30 0.29 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:05:36:51.504 2008:048:08:02:31.727 57960 XTZ0000005 TE_0021C NPNT      1         1        6         6         -99616 -468      RETR RETR 152.24 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:048:08:02:31.727 2008:048:08:05:31.727 57960 AA00000000 TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 152.24 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 clocking,power_cmd                              
2008:048:08:05:31.727 2008:048:08:05:40.727 57960 AA00000000 TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 152.24 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 clocking,power_cmd                              
2008:048:08:05:40.727 2008:048:08:10:00.000 57960 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 152.24 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 power_cmd,vid_board                             
2008:048:08:10:00.000 2008:048:08:10:10.251 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 152.24 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 obsid,pcad_mode                                 
2008:048:08:10:10.251 2008:048:08:14:49.622 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 152.22 164.00 37.00  149.53 -0.21 -0.89 -0.29 0.27 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:14:49.622 2008:048:08:19:28.993 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 152.12 161.96 37.90  154.21 -0.22 -0.90 -0.26 0.28 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:19:28.993 2008:048:08:24:08.364 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.89 154.13 39.91  171.12 -0.24 -0.91 -0.15 0.32 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:24:08.364 2008:048:08:28:47.735 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.61 141.53 39.33  197.38 -0.26 -0.90 0.02  0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:28:47.735 2008:048:08:33:27.106 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.34 130.73 34.53  222.39 -0.27 -0.85 0.20  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:33:27.106 2008:048:08:38:06.476 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.16 123.84 26.83  244.13 -0.28 -0.79 0.36  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:38:06.476 2008:048:08:42:45.847 57959 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.08 121.41 20.81  257.09 -0.28 -0.73 0.47  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:08:42:45.847 2008:048:16:20:23.390 57959 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 151.06 121.00 19.00  260.67 -0.28 -0.71 0.49  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:048:16:20:23.390 2008:048:16:20:33.641 57958 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 151.06 121.00 19.00  260.67 -0.28 -0.71 0.49  0.42 obsid,pcad_mode                                 
2008:048:16:20:33.641 2008:048:16:24:33.641 57958 WSVIDALLDN TE_0021C NMAN      0         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.67 -0.28 -0.71 0.49  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:16:24:33.641 2008:048:19:28:53.390 57958 WSVIDALLDN TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:048:19:28:53.390 2008:048:19:28:57.390 57958 AA00000000 TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:19:28:57.390 2008:048:19:29:01.390 57958 AA00000000 TE_0021C NPNT      0         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:19:29:01.390 2008:048:19:29:25.390 57958 WSPOW00000 TE_0021C NPNT      1         0        0         0         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:19:29:25.390 2008:048:19:30:28.390 57958 WSPOW3F03F TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:19:30:28.390 2008:048:19:30:32.390 57958 WSPOW3F03F TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 si_mode                                         
2008:048:19:30:32.390 2008:048:21:20:33.390 57958 XTZ0000005 TE_0021C NPNT      1         1        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:21:20:33.390 2008:048:21:23:33.390 57958 AA00000000 TE_0021C NPNT      1         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:21:23:33.390 2008:048:21:23:43.641 9267  AA00000000 TE_0021C NMAN      1         0        6         6         -99616 -468      RETR RETR 150.74 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 obsid,pcad_mode                                 
2008:048:21:23:43.641 2008:048:21:23:58.390 9267  AA00000000 TE_0021C NMAN      1         0        6         6         -99616 -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:21:23:58.390 2008:048:21:26:33.390 9267  AA00000000 TE_0021C NMAN      1         0        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 simpos                                          
2008:048:21:26:33.390 2008:048:21:26:37.390 9267  AA00000000 TE_0021C NMAN      1         0        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:21:26:37.390 2008:048:21:26:41.390 9267  AA00000000 TE_0021C NMAN      1         0        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:21:26:41.390 2008:048:21:27:05.390 9267  WSPOW00000 TE_0021C NMAN      1         0        0         0         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:21:27:05.390 2008:048:21:28:08.390 9267  WSPOW3F03F TE_0021C NMAN      1         0        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:048:21:28:08.390 2008:048:21:28:12.390 9267  WSPOW3F03F TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 si_mode                                         
2008:048:21:28:12.390 2008:048:21:29:24.790 9267  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 150.45 121.00 19.00  260.59 -0.28 -0.71 0.49  0.42 clocking,power_cmd                              
2008:048:21:29:24.790 2008:048:21:35:05.939 9267  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 150.16 120.47 16.11  266.07 -0.28 -0.68 0.54  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:21:35:05.939 2008:048:21:40:47.089 9267  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 149.89 120.49 8.02   280.75 -0.27 -0.58 0.64  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:048:21:40:47.089 2008:049:00:31:46.837 9267  XTZ0000005 TE_00476 NPNT      1         1        6         6         75624  -468      RETR RETR 149.83 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:049:00:31:46.837 2008:049:00:31:57.088 9267  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 149.83 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,pcad_mode,power_cmd                    
2008:049:00:31:57.088 2008:049:00:34:46.837 9267  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:00:34:46.837 2008:049:00:34:50.837 8058  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,obsid,power_cmd                        
2008:049:00:34:50.837 2008:049:00:34:54.837 8058  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,power_cmd                              
2008:049:00:34:54.837 2008:049:00:35:18.837 8058  WSPOW00000 TE_00476 NMAN      1         0        0         0         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:049:00:35:18.837 2008:049:00:36:21.837 8058  WSPOW1EC3F TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:049:00:36:21.837 2008:049:00:36:25.837 8058  WSPOW1EC3F TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 si_mode                                         
2008:049:00:36:25.837 2008:049:00:36:54.081 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 149.72 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,power_cmd                              
2008:049:00:36:54.081 2008:049:00:41:51.074 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 149.63 121.74 2.75   289.67 -0.26 -0.51 0.71  0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:00:41:51.074 2008:049:00:46:48.068 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 149.20 125.39 -4.98  302.59 -0.25 -0.41 0.79  0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:00:46:48.068 2008:049:00:51:45.061 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 148.31 133.67 -14.15 322.48 -0.23 -0.25 0.88  0.33 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:00:51:45.061 2008:049:00:56:42.054 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 147.11 145.11 -19.82 344.43 -0.20 -0.08 0.94  0.27 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:00:56:42.054 2008:049:01:01:39.047 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 145.80 158.20 -20.86 7.60   -0.17 0.10  0.96  0.20 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:01:01:39.047 2008:049:01:06:36.041 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 144.58 170.58 -17.01 30.22  -0.12 0.27  0.95  0.12 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:01:06:36.041 2008:049:01:11:33.034 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 143.61 180.29 -9.10  51.02  -0.07 0.43  0.90  0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:01:11:33.034 2008:049:01:16:30.027 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 143.06 186.48 1.50   69.94  0.02  -0.57 -0.82 0.05 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:01:16:30.027 2008:049:01:21:27.020 8058  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 142.88 188.64 9.77   82.58  -0.01 -0.66 -0.74 0.11 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:01:21:27.020 2008:049:02:55:46.773 8058  XTZ0000005 TE_002A2 NPNT      1         1        6         6         75624  -468      RETR RETR 142.86 188.92 12.24  86.25  -0.02 -0.68 -0.72 0.13 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:049:02:55:46.773 2008:049:02:55:57.024 8058  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      RETR RETR 142.86 188.92 12.24  86.25  -0.02 -0.68 -0.72 0.13 clocking,pcad_mode,power_cmd,simpos             
2008:049:02:55:57.024 2008:049:02:58:46.773 8058  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      RETR RETR 140.57 188.92 12.24  86.25  -0.02 -0.68 -0.72 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:02:58:46.773 2008:049:02:59:21.112 9069  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      RETR RETR 140.57 188.92 12.24  86.25  -0.02 -0.68 -0.72 0.13 obsid                                           
2008:049:02:59:21.112 2008:049:03:01:01.865 9069  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      INSR RETR 140.57 188.92 12.24  86.25  -0.02 -0.68 -0.72 0.13 hetg                                            
2008:049:03:01:01.865 2008:049:03:03:37.373 9069  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:03:03:37.373 2008:049:03:03:41.373 9069  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 clocking,power_cmd                              
2008:049:03:03:41.373 2008:049:03:03:45.373 9069  AA00000000 TE_002A2 NMAN      1         0        6         6         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 clocking,power_cmd                              
2008:049:03:03:45.373 2008:049:03:04:09.373 9069  WSPOW00000 TE_002A2 NMAN      1         0        0         0         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:049:03:04:09.373 2008:049:03:05:12.373 9069  WSPOW3E03E TE_002A2 NMAN      1         0        5         5         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:049:03:05:12.373 2008:049:03:05:16.373 9069  WSPOW3E03E CC_00038 NMAN      1         0        5         5         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 si_mode                                         
2008:049:03:05:16.373 2008:049:03:06:06.706 9069  XCZ0000005 CC_00038 NMAN      1         1        5         5         73216  -468      INSR RETR 130.14 193.65 11.24  85.18  0.01  -0.68 -0.72 0.15 clocking,power_cmd                              
2008:049:03:06:06.706 2008:049:03:11:11.546 9069  XCZ0000005 CC_00038 NMAN      1         1        5         5         73216  -468      INSR RETR 110.72 209.63 7.20   82.24  0.12  -0.65 -0.72 0.23 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:03:11:11.546 2008:049:03:16:16.387 9069  XCZ0000005 CC_00038 NMAN      1         1        5         5         73216  -468      INSR RETR 88.03  231.51 0.55   80.23  0.28  -0.58 -0.69 0.34 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:03:16:16.387 2008:049:03:21:21.228 9069  XCZ0000005 CC_00038 NMAN      1         1        5         5         73216  -468      INSR RETR 68.61  253.29 -6.37  80.84  0.42  -0.49 -0.63 0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:03:21:21.228 2008:049:03:26:26.069 9069  XCZ0000005 CC_00038 NMAN      1         1        5         5         73216  -468      INSR RETR 58.19  269.11 -10.91 82.87  0.51  -0.42 -0.58 0.48 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:049:03:26:26.069 2008:050:03:12:26.819 9069  XCZ0000005 CC_00038 NPNT      1         1        5         5         73216  -468      INSR RETR 55.84  273.79 -12.12 83.70  0.54  -0.40 -0.56 0.49 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:03:12:26.819 2008:050:03:12:37.070 9069  AA00000000 CC_00038 NMAN      1         0        5         5         75624  -468      INSR RETR 55.84  273.79 -12.12 83.70  0.54  -0.40 -0.56 0.49 clocking,pcad_mode,power_cmd,simpos             
2008:050:03:12:37.070 2008:050:03:15:26.819 9069  AA00000000 CC_00038 NMAN      1         0        5         5         75624  -468      INSR RETR 57.48  273.79 -12.12 83.70  0.54  -0.40 -0.56 0.49 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:03:15:26.819 2008:050:03:17:52.388 8985  AA00000000 CC_00038 NMAN      1         0        5         5         75624  -468      INSR RETR 57.48  273.79 -12.12 83.70  0.54  -0.40 -0.56 0.49 obsid                                           
2008:050:03:17:52.388 2008:050:03:23:07.706 8985  AA00000000 CC_00038 NMAN      1         0        5         5         75624  -468      INSR RETR 59.98  272.06 -16.23 85.79  0.56  -0.39 -0.57 0.46 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:03:23:07.706 2008:050:03:28:23.024 8985  AA00000000 CC_00038 NMAN      1         0        5         5         75624  -468      INSR RETR 62.48  267.88 -27.96 91.25  0.60  -0.38 -0.61 0.35 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:03:28:23.024 2008:050:03:47:06.819 8985  AA00000000 CC_00038 NPNT      1         0        5         5         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:050:03:47:06.819 2008:050:03:47:10.819 8985  AA00000000 CC_00038 NPNT      1         0        5         5         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 clocking,power_cmd                              
2008:050:03:47:10.819 2008:050:03:47:14.819 8985  AA00000000 CC_00038 NPNT      1         0        5         5         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 clocking,power_cmd                              
2008:050:03:47:14.819 2008:050:03:47:38.819 8985  WSPOW00000 CC_00038 NPNT      1         0        0         0         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:03:47:38.819 2008:050:03:48:41.819 8985  WSPOW3F03F CC_00038 NPNT      1         0        6         6         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:03:48:41.819 2008:050:03:48:45.819 8985  WSPOW3F03F TE_002A6 NPNT      1         0        6         6         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 si_mode                                         
2008:050:03:48:45.819 2008:050:06:00:26.819 8985  XTZ0000005 TE_002A6 NPNT      1         1        6         6         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 clocking,power_cmd                              
2008:050:06:00:26.819 2008:050:06:00:37.070 8985  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      INSR RETR 63.13  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 clocking,pcad_mode,power_cmd                    
2008:050:06:00:37.070 2008:050:06:03:26.819 8985  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      INSR RETR 62.61  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:06:03:26.819 2008:050:06:04:01.158 8144  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      INSR RETR 62.61  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 obsid                                           
2008:050:06:04:01.158 2008:050:06:05:14.150 8144  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 62.61  266.58 -32.25 93.12  0.62  -0.38 -0.62 0.31 hetg                                            
2008:050:06:05:14.150 2008:050:06:08:17.419 8144  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 59.72  267.89 -29.15 91.83  0.61  -0.38 -0.61 0.34 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:06:08:17.419 2008:050:06:08:21.419 8144  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 59.72  267.89 -29.15 91.83  0.61  -0.38 -0.61 0.34 clocking,power_cmd                              
2008:050:06:08:21.419 2008:050:06:08:25.419 8144  AA00000000 TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 59.72  267.89 -29.15 91.83  0.61  -0.38 -0.61 0.34 clocking,power_cmd                              
2008:050:06:08:25.419 2008:050:06:08:49.419 8144  WSPOW00000 TE_002A6 NMAN      1         0        0         0         75624  -468      RETR RETR 59.72  267.89 -29.15 91.83  0.61  -0.38 -0.61 0.34 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:06:08:49.419 2008:050:06:09:51.229 8144  WSPOW1EC3F TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 59.72  267.89 -29.15 91.83  0.61  -0.38 -0.61 0.34 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:050:06:09:51.229 2008:050:06:09:52.419 8144  WSPOW1EC3F TE_002A6 NMAN      1         0        6         6         75624  -468      RETR RETR 55.22  272.76 -18.63 87.02  0.57  -0.38 -0.57 0.44 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:06:09:52.419 2008:050:06:09:56.419 8144  WSPOW1EC3F TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 55.22  272.76 -18.63 87.02  0.57  -0.38 -0.57 0.44 si_mode                                         
2008:050:06:09:56.419 2008:050:06:14:28.309 8144  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 55.22  272.76 -18.63 87.02  0.57  -0.38 -0.57 0.44 clocking,power_cmd                              
2008:050:06:14:28.309 2008:050:06:19:05.389 8144  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 52.33  278.29 -8.56  81.53  0.53  -0.38 -0.53 0.54 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:050:06:19:05.389 2008:050:07:01:37.419 8144  XTZ0000005 TE_002A2 NPNT      1         1        6         6         75624  -468      RETR RETR 51.69  280.04 -5.75  79.80  0.52  -0.38 -0.52 0.57 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
